#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline
27420453	fgenesh1_pg.C_Chr_11000084	17282	17282										Cre13.g562526.t1.1	g13845.t1	
27420360	fgenesh1_pg.C_Chr_11000103	17301	17301	PF02854,PF02847	PTHR18034,PTHR18034:SF3			K13100	GO:0005515,GO:0003723	AT1G80930.1		MIF4G domain-containing protein / MA3 domain-containing protein	Cre06.g259800.t1.2	g5840.t1,Cre06.g259800.t1.1,CWC22	Cwc22 pre-mRNA splicing factor
27420433	fgenesh1_pg.C_Chr_11000104	17302	17302	PF08123	PTHR21451,PTHR21451:SF4		2.1.1.43		GO:0018024,GO:0051726,GO:0034729,GO:0031151				Cre12.g490550.t1.1	g12174.t1	
27420373	fgenesh1_pg.C_Chr_11000110	17308	17308												
27420467	fgenesh1_pg.C_Chr_11000114	17312	17312	PF01648	PTHR12215,PTHR12215:SF10		2.7.8.7	K06133	GO:0008897,GO:0000287	AT3G11470.1		4\'-phosphopantetheinyl transferase superfamily	Cre01.g018500.t1.1	g436.t1,HAS1	
27420407	fgenesh1_pg.C_Chr_11000121	17319	17319	PF13692	PTHR12526,PTHR12526:SF384		2.4.1.241	K09480		AT3G11670.1	DGD1	UDP-Glycosyltransferase superfamily protein	Cre13.g583600.t1.2	g14328.t1,Cre13.g583600.t1.1	Galactolipid galactosyltransferase
27420231	gwEuk.20.64.1	1733	1733	PF04851,PF13959,PF00271	PTHR24031,PTHR24031:SF2		3.6.4.13	K14809	GO:0016787,GO:0005524,GO:0003677	AT5G05450.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre06.g282600.t1.1	g6572.t1,HEL27	
27420448	fgenesh1_pg.C_Chr_11000141	17339	17339												
27420366	fgenesh1_pg.C_Chr_11000142	17340	17340	PF00573	PTHR10746	KOG1624		K02926	GO:0006412,GO:0005840,GO:0003735	AT2G20060.1		Ribosomal protein L4/L1 family	Cre12.g520400.t1.2	g12823.t1,Cre12.g520400.t1.1,MRPL4	Mitochondrial ribosomal protein L4
27420625	fgenesh1_pg.C_Chr_11000148	17346	17346	PF00154	PTHR22942,PTHR22942:SF30	KOG1434	3.6.1.8		GO:0009432,GO:0006281,GO:0005524,GO:0003697	AT3G22880.1	ARLIM15,ATDMC1,DMC1	DNA repair (Rad51) family protein	Cre02.g141846.t1.1	g2734.t1,Cre15.g646900.t1.1,Cre15.g646900.t1.2	Rad51-like protein
27420650	fgenesh1_pg.C_Chr_11000152	17350	17350	PF03054	PTHR11933,PTHR11933:SF5	KOG2805	2.8.1.4,2.8.1.7	K00566	GO:0016740,GO:0008033	AT1G51310.1		transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases	Cre14.g628000.t1.2	g15129.t1,Cre14.g628000.t1.1,TMX1	
27420547	fgenesh1_pg.C_Chr_11000153	17351	17351												
27420541	fgenesh1_pg.C_Chr_11000167	17365	17365	PF01965	PTHR11019,PTHR11019:SF1		4.2.1.130						Cre01.g004950.t1.1	g120.t1	
27420656	fgenesh1_pg.C_Chr_11000182	17380	17380	PF00125	PTHR11426	KOG1745		K11253	GO:0003677,GO:0000786	AT4G40030.2		Histone superfamily protein	Cre12.g504650.t1.2	g12475.t1,Cre12.g504650.t1.1,HTR15,HTR28	Histone H3
27420585	fgenesh1_pg.C_Chr_11000185	17383	17383										Cre12.g547734.t1.2	g13598.t1,Cre12.g547734.t1.1	
27420380	fgenesh1_pg.C_Chr_11000197	17395	17395	PF09497	PTHR13992,PTHR13992:SF25				GO:0016592,GO:0006357,GO:0001104	AT4G00450.1	CCT,CRP	RNA polymerase II transcription mediators			
27420539	fgenesh1_pg.C_Chr_11000198	17396	17396	PF13414,PF01425	PTHR11895,PTHR11895:SF92	KOG1211	3.5.1.4		GO:0016884	AT3G17970.1	atToc64-III,TOC64-III	translocon at the outer membrane of chloroplasts 64-III	Cre11.g467630.t2.1	g11560.t1,Cre18.g747150.t2.1,AMI2	Amidase
27420635	fgenesh1_pg.C_Chr_11000203	17401	17401			KOG0027				AT2G35800.1		mitochondrial substrate carrier family protein			
27420557	fgenesh1_pg.C_Chr_11000209	17407	17407												
27420352	fgenesh1_pg.C_Chr_11000210	17408	17408	PF01781	PTHR10965	KOG3499		K02923	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT3G59540.1		Ribosomal L38e protein family	Cre07.g325746.t1.1	g7561.t1,Cre26.g773500.t1.1,Cre26.g773500.t1.2,RPL38	Ribosomal protein L38, component of cytosolic 80S ribosome and 60S large subunit
27420525	fgenesh1_pg.C_Chr_11000216	17414	17414	PF00781	PTHR12358,PTHR12358:SF31	KOG1116	2.7.1.91	K04718	GO:0016301	AT4G21540.1	SPHK1	sphingosine kinase 1	Cre09.g393691.t1.1	g9761.t1,Cre02.g129700.t1.1,KDG4	Diacylglycerol/ceramide/sphingosine kinase
27420630	fgenesh1_pg.C_Chr_11000218	17416	17416	PF12678					GO:0008270	AT3G61460.1	BRH1	brassinosteroid-responsive RING-H2			
27420560	fgenesh1_pg.C_Chr_11000225	17423	17423		PTHR12239		3.2.1.18								
27420575	fgenesh1_pg.C_Chr_11000229	17427	17427	PF13460	PTHR15020,PTHR15020:SF11					AT4G31530.1		NAD(P)-binding Rossmann-fold superfamily protein	Cre03.g181250.t1.1	g3756.t1,SNE18	NAD-dependent sugar epimerase/dehydratase
27420344	fgenesh1_pg.C_Chr_11000230	17428	17428	PF00342	PTHR11469,PTHR11469:SF1		5.3.1.9	K01810	GO:0006096,GO:0006094,GO:0004347	AT5G42740.1		Sugar isomerase (SIS) family protein	Cre03.g175400.t1.2	g3621.t2,Cre03.g175400.t1.1	Phosphoglucose isomerase
27420500	fgenesh1_pg.C_Chr_11000232	17430	17430												
27420637	fgenesh1_pg.C_Chr_11000235	17433	17433	PF13868	PTHR19265,PTHR19265:SF0								Cre17.g737100.t1.2	g17829.t1,Cre17.g737100.t1.1	Flagellar Associated Protein
27420559	fgenesh1_pg.C_Chr_11000236	17434	17434												
27420394	fgenesh1_pg.C_Chr_11000243	17441	17441												
27420362	fgenesh1_pg.C_Chr_11000246	17444	17444	PF13659	PTHR18895,PTHR18895:SF71	KOG3191	2.1.1.72	K02493		AT3G13440.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cre01.g036750.t1.2	g825.t1,Cre01.g036750.t1.1,DMA1	
27420669	fgenesh1_pg.C_Chr_11000251	17449	17449	PF00249	PTHR21717					AT1G17520.1		Homeodomain-like/winged-helix DNA-binding family protein	Cre04.g221200.t1.1	g4828.t1	
27420536	fgenesh1_pg.C_Chr_11000256	17454	17454	PF00300	PTHR20935,PTHR20935:SF0	KOG4609	3.1.3.16	K15637							
27420506	fgenesh1_pg.C_Chr_11000266	17464	17464	PF02005	PTHR10631,PTHR10631:SF2		2.1.1.216	K00555	GO:0008033,GO:0004809,GO:0003723	AT3G56330.1		N2,N2-dimethylguanosine tRNA methyltransferase	Cre10.g428100.t1.1	g10573.t1	
27420347	fgenesh1_pg.C_Chr_11000267	17465	17465	PF00400	PTHR11024,PTHR11024:SF2	KOG1332		K14004	GO:0005515	AT3G01340.1		Transducin/WD40 repeat-like superfamily protein	Cre17.g715750.t1.2	g17326.t1,Cre17.g715750.t1.1	COP-II coat subunit
27420435	fgenesh1_pg.C_Chr_11000270	17468	17468	PF01764	PTHR21493,PTHR21493:SF124				GO:0006629	AT1G02660.1		alpha/beta-Hydrolases superfamily protein	Cre03.g193500.t1.2	g4003.t1,Cre03.g193500.t1.1,TGL8	Triacylglycerol lipase
27417141	fgenesh1_pg.C_Chr_12000003	17471	17471												
27417142	fgenesh1_pg.C_Chr_12000004	17472	17472	PF02410	PTHR21043	KOG3212				AT1G67620.1		Lojap-related protein	Cre03.g205600.t1.2	g4200.t1,Cre03.g205600.t1.1	
27416913	fgenesh1_pg.C_Chr_12000008	17476	17476	PF05291	PTHR12821,PTHR12821:SF0			K14797		AT1G31660.1			Cre01.g063267.t1.1	g1265.t1,Cre23.g766750.t1.1,BLP1	Bystin-like protein
27417121	fgenesh1_pg.C_Chr_12000010	17478	17478												
27417054	fgenesh1_pg.C_Chr_12000016	17484	17484	PF00578	PTHR10430,PTHR10430:SF16	KOG0541	1.11.1.15		GO:0055114,GO:0016491,GO:0016209	AT1G65980.1	TPX1	thioredoxin-dependent peroxidase 1	Cre01.g014350.t1.2	g349.t1,Cre01.g014350.t1.1	Peroxiredoxin, type II
27416903	fgenesh1_pg.C_Chr_12000018	17486	17486	PF08213											
27416991	fgenesh1_pg.C_Chr_12000019	17487	17487												
27416931	fgenesh1_pg.C_Chr_12000021	17489	17489												
27416907	fgenesh1_pg.C_Chr_12000035	17503	17503		PTHR36074					AT5G55610.1					
27416990	fgenesh1_pg.C_Chr_12000040	17508	17508												
27417159	fgenesh1_pg.C_Chr_12000042	17510	17510	PF13229									Cre17.g728450.t1.2	g17607.t1,Cre17.g728450.t1.1	
27417096	fgenesh1_pg.C_Chr_12000045	17513	17513	PF07714	PTHR24056,PTHR24056:SF92	KOG0666	2.7.11.22,2.7.11.23	K02208	GO:0006468,GO:0004672	AT5G63610.1	ATCDK8,CDKE;1,HEN3	cyclin-dependent kinase E;1	Cre04.g213904.t1.1	g4700.t1	
27417105	fgenesh1_pg.C_Chr_12000067	17535	17535	PF02581,PF08543	PTHR20858,PTHR20858:SF17	KOG2598	2.5.1.3,2.7.1.49,2.7.4.7	K14153	GO:0009228,GO:0004789	AT1G22940.1	TH-1,TH1,THIE	thiamin biosynthesis protein, putative	Cre08.g365600.t1.2	g8565.t1,Cre08.g365600.t1.1	
27416890	fgenesh1_pg.C_Chr_12000081	17549	17549												
27416994	fgenesh1_pg.C_Chr_12000084	17552	17552					K08488							
27416951	fgenesh1_pg.C_Chr_12000087	17555	17555	PF03061											
27416997	fgenesh1_pg.C_Chr_12000095	17563	17563	PF00348	PTHR12001,PTHR12001:SF52	KOG0776	2.5.1.29	K13789	GO:0008299	AT4G36810.1	GGPS1	geranylgeranyl pyrophosphate synthase 1	Cre12.g484200.t1.2	g12018.t1,Cre12.g484200.t1.1,GGPS1,PPS2	Geranylgeranyl diphosphate synthase
27416968	fgenesh1_pg.C_Chr_12000099	17567	17567										Cre01.g048600.t1.1	g1079.t1	
27417124	fgenesh1_pg.C_Chr_12000100	17568	17568	PF02902	PTHR12606,PTHR12606:SF28	KOG3246	3.4.22.68	K08596	GO:0008234,GO:0006508	AT1G60220.1	OTS1,ULP1D	UB-like protease 1D	Cre06.g278197.t1.1	g6340.t1,Cre13.g598150.t1.1	
27416946	fgenesh1_pg.C_Chr_12000104	17572	17572		PTHR13720,PTHR13720:SF18								Cre09.g386736.t1.1	g9118.t1,Cre29.g778250.t1.1	Flagellar Associated Protein
27416979	fgenesh1_pg.C_Chr_12000105	17573	17573	PF00472,PF03462	PTHR11075,PTHR11075:SF9	KOG2726		K02835	GO:0006415,GO:0003747,GO:0016149,GO:0005737	AT3G62910.1	APG3	Peptide chain release factor 1	Cre16.g673617.t1.1	g16713.t1,Cre01.g065550.t1.1,Cre01.g065550.t1.2,PRF1	Peptide chain release factor
27417168	fgenesh1_pg.C_Chr_12000106	17574	17574	PF03171,PF14226	PTHR10209,PTHR10209:SF146	KOG0143	1.14.11.6		GO:0055114,GO:0016491	AT1G03410.1	2A6	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	Cre10.g466700.t1.1	g11438.t1	
27416909	fgenesh1_pg.C_Chr_12000121	17589	17589	PF08423	PTHR22942,PTHR22942:SF29	KOG1564	3.6.1.8			AT1G07745.2	ATRAD51D,RAD51D,SSN1	homolog of RAD51 D	Cre03.g184651.t1.1	g3827.t1,Cre03.g184650.t1.3,RAD51D	
27417004	fgenesh1_pg.C_Chr_12000122	17590	17590	PF01399	PTHR15350,PTHR15350:SF2	KOG2753		K15030	GO:0005515	AT5G15610.2		Proteasome component (PCI) domain protein			
27416876	fgenesh1_pg.C_Chr_12000127	17595	17595	PF00300	PTHR23029	KOG4754				AT1G09932.1		Phosphoglycerate mutase family protein	Cre06.g258650.t1.2	g5816.t1,Cre06.g258650.t1.1,PGM6	Phosphoglycerate mutase-like protein
27417125	fgenesh1_pg.C_Chr_12000128	17596	17596												
27417082	fgenesh1_pg.C_Chr_12000129	17597	17597										Cre16.g648000.t1.2	g15684.t1,Cre16.g648000.t1.1	
27416873	fgenesh1_pg.C_Chr_12000131	17599	17599	PF04137	PTHR12613				GO:0055114,GO:0016671,GO:0005783,GO:0003756	AT1G72280.1	AERO1,ERO1	endoplasmic reticulum oxidoreductins 1	Cre17.g723150.t1.1	g17493.t1,ERO1	Endoplasmic reticulum oxidoreductin
27416961	fgenesh1_pg.C_Chr_12000133	17601	17601	PF12934,PF12933	PTHR31291,PTHR31291:SF2										
27416901	fgenesh1_pg.C_Chr_12000134	17602	17602												
27417052	fgenesh1_pg.C_Chr_12000139	17607	17607	PF13434,PF00743	PTHR23023,PTHR23023:SF4	KOG1399			GO:0055114,GO:0050661,GO:0050660,GO:0004499	AT1G62600.1		Flavin-binding monooxygenase family protein	Cre03.g167150.t1.2	g3431.t1,Cre03.g167150.t1.1,FMO1	Flavin-containing monooxygenase
27417078	fgenesh1_pg.C_Chr_12000140	17608	17608		PTHR31658,PTHR31658:SF0	KOG2033				AT5G16300.2		Vps51/Vps67 family (components of vesicular transport) protein	Cre14.g628050.t1.2	g15130.t1,Cre14.g628050.t1.1,COG1	Component of oligomeric golgi complex
27416934	fgenesh1_pg.C_Chr_12000145	17613	17613	PF06870		KOG4183			GO:0006351,GO:0005634,GO:0003899,GO:0003677						
27417165	fgenesh1_pg.C_Chr_12000146	17614	17614	PF02260,PF08163,PF00454	PTHR11139,PTHR11139:SF68		2.7.11.1	K06642	GO:0005515,GO:0006303,GO:0005634,GO:0005524,GO:0004677,GO:0003677,GO:0016773	AT1G50030.1	TOR	target of rapamycin	Cre09.g397327.t1.1	g9861.t1,Cre02.g134200.t1.1	ATM/ATR-related hosphatidylinositol 3-kinase
27416955	fgenesh1_pg.C_Chr_12000149	17617	17617	PF00625	PTHR23117,PTHR23117:SF13	KOG0707	2.7.4.8	K00942		AT2G41880.1	AGK1,GK-1	guanylate kinase 1	Cre08.g377350.t1.1	g8886.t1,ADK5,FAP121,FAP180	Adenylate kinase; Flagellar Associated Protein
27417154	fgenesh1_pg.C_Chr_12000153	17621	17621	PF14370,PF02919,PF01028	PTHR10290,PTHR10290:SF3		5.99.1.2	K03163	GO:0006265,GO:0005694,GO:0003917,GO:0003677,GO:0003918	AT5G55300.1	MGO1,TOP1,TOP1ALPHA	DNA topoisomerase I alpha	Cre03.g178600.t1.1	g3698.t1,TOP1	DNA topoisomerase I
27416943	fgenesh1_pg.C_Chr_12000154	17622	17622												
27417010	fgenesh1_pg.C_Chr_12000155	17623	17623	PF11977											
27417184	fgenesh1_pg.C_Chr_12000158	17626	17626	PF08423	PTHR22942,PTHR22942:SF14	KOG1434	3.6.1.8	K10870		AT2G45280.1	ATRAD51C,RAD51C	RAS associated with diabetes protein 51C	Cre02.g102500.t1.1	g2093.t1,RAD51C	
27417126	fgenesh1_pg.C_Chr_12000159	17627	17627												
27417134	fgenesh1_pg.C_Chr_12000167	17635	17635	PF04536	PTHR30373		3.1.3.2			AT1G54780.1	TLP18.3	thylakoid lumen 18.3 kDa protein	Cre03.g182150.t1.2	g3775.t1,Cre03.g182150.t1.1	Predicted protein
27416975	fgenesh1_pg.C_Chr_12000170	17638	17638	PF04055	PTHR30544,PTHR30544:SF3		2.1.1.192	K06941	GO:0051536,GO:0003824,GO:0008173,GO:0006364,GO:0005737	AT1G60230.1		Radical SAM superfamily protein	Cre02.g109250.t1.1	g2240.t1	
27417132	fgenesh1_pg.C_Chr_12000172	17640	17640												
27417069	fgenesh1_pg.C_Chr_12000180	17648	17648	PF01429,PF13589,PF00439	PTHR23336,PTHR23336:SF17				GO:0005634,GO:0003677,GO:0005515	AT4G36280.1		Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein	Cre08.g367300.t1.1	g8606.t1	
27417043	fgenesh1_pg.C_Chr_12000185	17653	17653	PF01187	PTHR11954,PTHR11954:SF6	KOG1759	5.3.2.1,5.3.3.12	K07253		AT5G57170.1		Tautomerase/MIF superfamily protein	Cre17.g700100.t1.1	g16979.t1	
27417046	fgenesh1_pg.C_Chr_12000188	17656	17656	PF01208	PTHR21091,PTHR21091:SF91	KOG2872	4.1.1.37	K01599	GO:0006779,GO:0004853	AT2G40490.1	HEME2	Uroporphyrinogen decarboxylase	Cre11.g467700.t1.1	g11734.t1,UPD1,HEME	Uroporphyrinogen-III decarboxylase
27416888	fgenesh1_pg.C_Chr_12000204	17672	17672	PF00892	PTHR22911	KOG1441			GO:0016021,GO:0016020	AT5G45370.1		nodulin MtN21 /EamA-like transporter family protein			
27417047	fgenesh1_pg.C_Chr_12000207	17675	17675	PF05721									Cre10.g429350.t1.2	g10606.t1,Cre10.g429350.t1.1	
27417022	fgenesh1_pg.C_Chr_12000236	17704	17704	PF13890	PTHR21422			K18270	GO:0005096	AT5G58510.1			Cre04.g228000.t1.1	g4989.t1	
27417026	fgenesh1_pg.C_Chr_12000243	17711	17711	PF09763	PTHR14190,PTHR14190:SF7	KOG1961				AT1G71270.1	ATVPS52,POK,TTD8	Vps52 / Sac2 family 	Cre08.g367200.t1.1	g8604.t1,VPS52	Subunit of GARP complex
27417190	fgenesh1_pg.C_Chr_12000248	17716	17716												
27418774	fgenesh1_pg.C_Chr_13000002	17718	17718	PF13191,PF00439	PTHR23069,PTHR23069:SF0	KOG0732			GO:0005515	AT1G05910.1		cell division cycle protein 48-related / CDC48-related	Cre01.g038151.t1.1	g854.t1,Cre01.g038150.t1.3	
27418654	fgenesh1_pg.C_Chr_13000003	17719	17719	PF00400	PTHR22844				GO:0005515						
27418904	fgenesh1_pg.C_Chr_13000013	17729	17729	PF00814	PTHR11735,PTHR11735:SF14		2.6.99.4	K01409		AT4G22720.1		Actin-like ATPase superfamily protein	Cre14.g615500.t1.1	g14828.t1	
27418816	fgenesh1_pg.C_Chr_13000018	17734	17734												
27418643	fgenesh1_pg.C_Chr_13000019	17735	17735	PF00249,PF00569,PF16495,PF16496,PF01323,PF04433	PTHR12802,PTHR12802:SF41	KOG1279		K11649	GO:0008270,GO:0015035,GO:0005515	AT4G34430.4	ATSWI3D,CHB3	DNA-binding family protein	Cre12.g553700.t1.2	g13459.t1,Cre12.g553700.t1.1,PDO2	
27418829	fgenesh1_pg.C_Chr_13000041	17757	17757												
27418866	fgenesh1_pg.C_Chr_13000045	17761	17761	PF05721									Cre10.g429350.t1.2	g10606.t1,Cre10.g429350.t1.1	
27418724	fgenesh1_pg.C_Chr_13000046	17762	17762												
27418806	fgenesh1_pg.C_Chr_13000047	17763	17763	PF00953	PTHR10571,PTHR10571:SF0	KOG2788	2.7.8.15	K01001	GO:0016021,GO:0008963	AT2G41490.1	GPT	UDP-glcnac-adolichol phosphate glcnac-1-p-transferase	Cre16.g663100.t1.1	g16009.t1	
27418756	fgenesh1_pg.C_Chr_13000048	17764	17764	PF01529	PTHR22883,PTHR22883:SF23		2.3.1.225		GO:0008270	AT3G04970.1		DHHC-type zinc finger family protein	Cre02.g090100.t1.2	g1683.t1,Cre02.g090100.t1.1	
27418864	fgenesh1_pg.C_Chr_13000049	17765	17765	PF00520	PTHR10217	KOG0500			GO:0055085,GO:0016020,GO:0006811,GO:0005216	AT5G37500.1	GORK	gated outwardly-rectifying K+ channel	Cre06.g278111.t1.1	g6254.t1,Cre13.g594050.t1.1,Cre13.g594050.t1.2	
27418832	fgenesh1_pg.C_Chr_13000053	17769	17769	PF01248	PTHR23105,PTHR23105:SF61	KOG3167		K11129		AT5G08180.1		Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein	Cre16.g690500.t1.2	g16207.t1,Cre16.g690500.t1.1,NHP2	Nucleolar protein, Small subunit of H/ACA snoRNPs
27418771	fgenesh1_pg.C_Chr_13000067	17783	17783												
27418712	fgenesh1_pg.C_Chr_13000081	17797	17797							AT2G20740.2		Tetraspanin family protein			
27418649	fgenesh1_pg.C_Chr_13000082	17798	17798	PF01636	PTHR22974,PTHR22974:SF23	KOG0583	2.7.11.1	K08864		AT5G20930.1	TSL	Protein kinase superfamily protein	Cre11.g481400.t1.1	g11954.t1	
27418637	fgenesh1_pg.C_Chr_13000083	17799	17799												
27418814	fgenesh1_pg.C_Chr_13000087	17803	17803	PF01336,PF08784	PTHR13989	KOG3108		K10739	GO:0003676	AT2G24490.2	ATRPA2,ATRPA32A,ROR1,RPA2,RPA32A	replicon protein A2	Cre02.g100000.t1.2	g2036.t1,Cre02.g100000.t1.1,RFA2,RPA30	Replication protein A, 30 kDa subunit
27418663	fgenesh1_pg.C_Chr_13000089	17805	17805		PTHR15136,PTHR15136:SF5		2.7.11.1						Cre06.g281526.t1.2	g6548.t1,Cre06.g281526.t1.1	
27418827	fgenesh1_pg.C_Chr_13000103	17819	17819		PTHR36352					AT2G36145.1			Cre03.g189350.t1.2	g3921.t1,Cre03.g189350.t1.1	
27418848	fgenesh1_pg.C_Chr_13000110	17826	17826	PF01641	PTHR10173,PTHR10173:SF18	KOG0856	1.8.4.12	K07305	GO:0055114,GO:0033743,GO:0030091,GO:0016671,GO:0006979	AT1G53670.1	ATMSRB1,MSRB1	methionine sulfoxide reductase B 1	Cre01.g042050.t1.2	g943.t1,Cre01.g042050.t1.1	
27418691	fgenesh1_pg.C_Chr_13000113	17829	17829	PF01758	PTHR10361,PTHR10361:SF37				GO:0016020	AT2G26900.1		Sodium Bile acid symporter family	Cre12.g532500.t1.2	g13102.t1,Cre12.g532500.t1.1	
27418856	fgenesh1_pg.C_Chr_13000114	17830	17830												
27418689	fgenesh1_pg.C_Chr_13000124	17840	17840	PF00173,PF00487	PTHR19353,PTHR19353:SF30	KOG4232		K12418	GO:0006629	AT3G61580.1		Fatty acid/sphingolipid desaturase	Cre01.g037700.t1.2	g845.t1,Cre01.g037700.t1.1,FAD3	Fatty acid desaturase; Linoleate desaturase
27418668	fgenesh1_pg.C_Chr_13000129	17845	17845		PTHR35313,PTHR35313:SF1					AT5G13390.1	NEF1	no exine formation 1	Cre01.g018050.t1.2	g425.t1,Cre01.g018050.t1.1,NEF1	
27418846	fgenesh1_pg.C_Chr_13000136	17852	17852	PF02769	PTHR10520		6.3.3.1	K01933		AT3G55010.2	ATPURM,PUR5	phosphoribosylformylglycinamidine cyclo-ligase, chloroplast / phosphoribosyl-aminoimidazole synthetase / AIR synthase (PUR5)	Cre07.g318750.t1.2	g7368.t1,Cre07.g318750.t1.1	
27418677	fgenesh1_pg.C_Chr_13000158	17874	17874	PF13934						AT2G39810.1	HOS1	ubiquitin-protein ligases	Cre04.g215800.t1.1	g4655.t1	
27418891	fgenesh1_pg.C_Chr_13000162	17878	17878	PF01388,PF02928,PF00628,PF02373,PF08429	PTHR10694,PTHR10694:SF8			K11446	GO:0003677,GO:0005515,GO:0055114,GO:0016706	AT1G63490.1		transcription factor jumonji (jmjC) domain-containing protein	Cre12.g514250.t1.2	g12692.t1,Cre12.g514250.t1.1,HLM17	
27418678	fgenesh1_pg.C_Chr_13000169	17885	17885												
27418638	fgenesh1_pg.C_Chr_13000182	17898	17898		PTHR19918,PTHR19918:SF1					AT4G22910.1	CCS52A1,FZR2	FIZZY-related 2	Cre09.g406851.t1.1	g10086.t1,Cre09.g406850.t1.3	
27418890	fgenesh1_pg.C_Chr_13000184	17900	17900		PTHR38835,PTHR38835:SF2										
27418707	fgenesh1_pg.C_Chr_13000200	17916	17916	PF01833					GO:0005515						
27418718	fgenesh1_pg.C_Chr_13000203	17919	17919							AT3G17205.3	UPL6	ubiquitin protein ligase 6			
27418822	fgenesh1_pg.C_Chr_13000215	17931	17931												
27415880	gwEuk.16.41.1	1794	1794	PF04851,PF00271	PTHR24031	KOG0331	3.6.4.13		GO:0016787,GO:0005524,GO:0003677	AT3G01540.4	ATDRH1,DRH1	DEAD box RNA helicase 1	Cre01.g021600.t1.2	g500.t1,Cre01.g021600.t1.1,HEL1	
27418843	fgenesh1_pg.C_Chr_13000225	17941	17941	PF00627,PF06025			6.3.2.19			AT1G70320.1	UPL2	ubiquitin-protein ligase 2	Cre01.g012450.t1.1	g309.t1	
27418656	fgenesh1_pg.C_Chr_13000231	17947	17947												
27418631	fgenesh1_pg.C_Chr_13000232	17948	17948	PF00856	PTHR22884	KOG1082	2.1.1.43		GO:0005515	AT1G76710.1	ASHH1,SDG26	SET domain group 26	Cre07.g322450.t1.1	g7450.t1,HLM13	
27418628	fgenesh1_pg.C_Chr_13000236	17952	17952	PF00583	PTHR23091,PTHR23091:SF46	KOG3138	2.3.1.88		GO:0008080	AT5G11340.1		Acyl-CoA N-acyltransferases (NAT) superfamily protein	Cre02.g101850.t1.2	g2079.t1,Cre02.g101850.t1.1,NAT11	
27419636	fgenesh1_pg.C_Chr_14000001	17955	17955												
27419996	fgenesh1_pg.C_Chr_14000002	17956	17956	PF00168	PTHR10774	KOG1030,KOG1028			GO:0005515	AT5G04220.1	ATSYTC,NTMC2T1.3,NTMC2TYPE1.3,SYT3,SYTC	Calcium-dependent lipid-binding (CaLB domain) family protein	Cre06.g305750.t1.2	g7077.t1,Cre06.g305750.t1.1	
27419831	fgenesh1_pg.C_Chr_14000010	17964	17964	PF00856	PTHR12197,PTHR12197:SF75		2.1.1.43		GO:0005515	AT3G21820.1	ATXR2,SDG36	histone-lysine N-methyltransferase ATXR2	Cre01.g041100.t1.1	g920.t1,HLM3	
27419967	fgenesh1_pg.C_Chr_14000021	17975	17975												
27419830	fgenesh1_pg.C_Chr_14000027	17981	17981	PF00847					GO:0006355,GO:0003700	AT2G39250.1	SNZ	Integrase-type DNA-binding superfamily protein	Cre01.g023100.t1.1	g533.t1	
27419737	fgenesh1_pg.C_Chr_14000030	17984	17984	PF00996	PTHR11787,PTHR11787:SF4	KOG4405				AT3G06540.1	AthREP,REP	Rab escort protein	Cre10.g425550.t1.1	g10517.t1	
27419734	fgenesh1_pg.C_Chr_14000040	17994	17994												
27419763	fgenesh1_pg.C_Chr_14000044	17998	17998	PF04424	PTHR18063	KOG2427				AT4G11860.1		Protein of unknown function (DUF544)     	Cre06.g304850.t1.1	g7056.t1	
27419910	fgenesh1_pg.C_Chr_14000048	18002	18002	PF03129,PF00587,PF09180	PTHR11451,PTHR11451:SF6		6.1.1.15	K01881	GO:0006418,GO:0005524,GO:0004812,GO:0000166,GO:0006433,GO:0005737,GO:0004827	AT5G52520.1	OVA6,PRORS1	Class II aaRS and biotin synthetases superfamily protein	Cre09.g406200.t1.2	g10070.t1,Cre09.g406200.t1.1,TSO1	Prolyl-tRNA synthetase
27419657	fgenesh1_pg.C_Chr_14000053	18007	18007	PF00067	PTHR24291,PTHR24291:SF54	KOG0157			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G15110.1	CYP97B3	cytochrome P450, family 97, subfamily B, polypeptide 3	Cre02.g142266.t1.1	g2761.t1,Cre15.g645950.t1.1,Cre15.g645950.t1.2	Cytochrome P450, CYP97 superfamily; carotenoid hydroxylase
27419855	fgenesh1_pg.C_Chr_14000069	18023	18023	PF13621	PTHR12461					AT5G63080.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	Cre12.g485950.t1.2	g12278.t1,Cre12.g485950.t1.1	
27419856	fgenesh1_pg.C_Chr_14000077	18031	18031	PF02535	PTHR16950,PTHR16950:SF16				GO:0055085,GO:0046873,GO:0030001,GO:0016020	AT1G68100.1	IAR1	ZIP metal ion transporter family			
27419695	fgenesh1_pg.C_Chr_14000108	18062	18062												
