#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline
27400605	estExt_fgenesh2_pm.C_Chr_040010	106839	106839	PF02681	PTHR31446			K09775		AT1G67600.1		Acid phosphatase/vanadium-dependent haloperoxidase-related protein	Cre02.g106350.t1.2	g2180.t1,Cre02.g106350.t1.1,HAP5	Vanadium-dependent haloperoxidase-like protein
27400698	estExt_fgenesh2_pm.C_Chr_040011	106840	106840	PF07728	PTHR23073		3.4.25.1	K03062	GO:0016887,GO:0005524	AT2G20140.1		AAA-type ATPase family protein	Cre07.g329700.t1.2	g7670.t1,Cre07.g329700.t1.1,NSG9,RPT2	26S proteasome regulatory subunit
27400077	estExt_fgenesh2_pm.C_Chr_040080	106868	106868	PF00347	PTHR11655,PTHR11655:SF16	KOG3255		K02940	GO:0019843,GO:0006412,GO:0005840,GO:0003735	AT1G33140.1	PGY2	Ribosomal protein L6 family	Cre12.g494050.t1.2	g12068.t1,Cre12.g494050.t1.1	Ribosomal protein L9, component of cytosolic 80S ribosome and 60S large subunit
27400376	estExt_fgenesh2_pm.C_Chr_040082	106869	106869	PF00400,PF04053,PF06957	PTHR19876,PTHR19876:SF1			K05236	GO:0005515,GO:0030117,GO:0016192,GO:0006886,GO:0005198,GO:0030126	AT1G62020.1		Coatomer, alpha subunit	Cre13.g565850.t1.1	g13926.t1,COPA1	Alpha subunit of COP-I complex
27400680	estExt_fgenesh2_pm.C_Chr_040092	106874	106874	PF00025	PTHR24073,PTHR24073:SF375	KOG0394		K07897	GO:0005525	AT3G16100.1	ATRAB7D,ATRABG3C,RABG3c	RAB GTPase homolog G3C	Cre06.g311900.t1.2	g7214.t1,Cre06.g311900.t1.1,RAB7,RABG1	Small Rab-related GTPase
27395282	estExt_fgenesh2_pm.C_Chr_050002	106883	106883	PF01165	PTHR21109,PTHR21109:SF0				GO:0006412,GO:0005840,GO:0003735	AT3G27160.1	GHS1	Ribosomal protein S21 family protein			
27395563	estExt_fgenesh2_pm.C_Chr_050019	106889	106889		PTHR31152					AT5G41390.1		PLAC8 family protein	Cre17.g727400.t1.1	g17586.t1,HRP8	
27395634	estExt_fgenesh2_pm.C_Chr_050039	106894	106894		PTHR33401					AT1G34000.1	OHP2	one-helix protein 2	Cre06.g251150.t1.2	g5625.t1,Cre06.g251150.t1.1,OHP1	Low CO2 and stress-induced one-helix protein
27395730	estExt_fgenesh2_pm.C_Chr_050042	106896	106896	PF04046,PF04037	PTHR12785,PTHR12785:SF6	KOG2330		K12829	GO:0005634	AT4G21660.1		proline-rich spliceosome-associated (PSP) family protein	Cre12.g514450.t1.2	g12696.t1,Cre12.g514450.t1.1,SPL20	
27395504	estExt_fgenesh2_pm.C_Chr_050048	106897	106897	PF03810,PF08389,PF08767	PTHR11223			K14290	GO:0008536,GO:0006886	AT5G17020.1	ATCRM1,ATXPO1,HIT2,XPO1,XPO1A	exportin 1A	Cre03.g146487.t1.1	g2989.t1,Cre01.g061700.t1.1,Cre01.g061700.t1.2,XPO1	Exportin 1 related protein
27395961	estExt_fgenesh2_pm.C_Chr_050066	106902	106902	PF00179	PTHR24067,PTHR24067:SF159	KOG0417	6.3.2.19	K10580		AT1G78870.2	UBC13A,UBC35	ubiquitin-conjugating enzyme 35	Cre01.g026600.t1.2	g610.t1,Cre01.g026600.t1.1,UBC11	
27401925	estExt_fgenesh2_pm.C_Chr_060038	106946	106946	PF13535,PF02843,PF02844	PTHR10520		6.3.4.13	K01945	GO:0009113,GO:0004637	AT1G09830.1		Glycinamide ribonucleotide (GAR) synthetase	Cre18.g749497.t1.1	g18106.t1,Cre31.g780250.t1.1,Cre31.g780250.t1.2	
27402419	estExt_fgenesh2_pm.C_Chr_060089	106965	106965	PF01704	PTHR11952,PTHR11952:SF9	KOG2388	2.7.7.64	K12447	GO:0070569,GO:0008152	AT5G52560.1	ATUSP,USP	UDP-sugar pyrophosphorylase	Cre14.g621751.t1.1	g14983.t1,Cre14.g621750.t1.2,UAP2	
27404113	estExt_fgenesh2_pm.C_Chr_070023	106992	106992	PF00160	PTHR11071	KOG0880	5.2.1.8	K01802	GO:0006457,GO:0003755,GO:0000413	AT2G29960.1	ATCYP5,CYP19-4,CYP5	cyclophilin 5	Cre06.g284900.t2.1	g6624.t2,CYN6	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type
27404287	estExt_fgenesh2_pm.C_Chr_070038	107000	107000	PF16191,PF16190,PF09358,PF10585,PF00899	PTHR10953,PTHR10953:SF164			K03178	GO:0008641	AT5G06460.1	ATUBA2,UBA 2	ubiquitin activating enzyme 2	Cre09.g386400.t1.2	g9102.t1,Cre09.g386400.t1.1,UBA1	Ubiquitin-activating enzyme E1
27404668	estExt_fgenesh2_pm.C_Chr_070081	107016	107016	PF03030	PTHR31998,PTHR31998:SF11		3.6.1.1		GO:0016020,GO:0015992,GO:0009678,GO:0004427	AT1G16780.1	AtVHP2;2,VHP2;2	Inorganic H pyrophosphatase family protein	Cre09.g394436.t1.1	g9782.t1,Cre02.g130650.t1.1,Cre02.g130650.t1.2	
27403289	estExt_fgenesh2_pm.C_Chr_080001	107017	107017	PF03178,PF10433	PTHR10644,PTHR10644:SF1			K12830	GO:0005634,GO:0003676	AT3G55200.1		Cleavage and polyadenylation specificity factor (CPSF) A subunit protein	Cre08.g372800.t1.1	g8731.t1	
27403274	estExt_fgenesh2_pm.C_Chr_080021	107024	107024	PF00160	PTHR11071	KOG0865	5.2.1.8	K09565	GO:0006457,GO:0003755,GO:0000413	AT2G21130.1		Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein	Cre01.g002300.t1.2	g56.t1,Cre01.g002300.t1.1,CYN4	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type
27403305	estExt_fgenesh2_pm.C_Chr_080029	107027	107027	PF07728	PTHR23073,PTHR23073:SF7		3.4.25.1	K03065	GO:0016887,GO:0005524	AT1G09100.1	RPT5B	26S proteasome AAA-ATPase subunit RPT5B	Cre10.g439150.t1.2	g10815.t1,Cre10.g439150.t1.1,RPT5	26S proteasome regulatory subunit
27403251	estExt_fgenesh2_pm.C_Chr_080098	107049	107049	PF03600	PTHR10283,PTHR10283:SF91				GO:0055085,GO:0016021	AT3G19490.1	ATNHD1,NHD1	sodium:hydrogen antiporter 1	Cre09.g395288.t1.1	g9805.t1,Cre02.g131700.t1.1,NHA1	Sodium ion/proton transporter protein
27401428	estExt_fgenesh2_pm.C_Chr_090002	107054	107054	PF01777	PTHR10497	KOG3418		K02901	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT4G15000.1		Ribosomal L27e protein family	Cre17.g701650.t1.2	g17010.t1,Cre17.g701650.t1.1	Ribosomal protein L27, component of cytosolic 80S ribosome and 60S large subunit
27401411	estExt_fgenesh2_pm.C_Chr_090044	107067	107067	PF01926,PF03144,PF16658	PTHR23115,PTHR23115:SF69		3.6.5.3		GO:0005525	AT1G62750.1	ATSCO1,ATSCO1/CPEF-G,SCO1	Translation elongation factor EFG/EF2 protein	Cre01.g006150.t1.1	g148.t1,EFG9,PRFC1	Translation elongation factor related to peptide-chain release factor
27401287	estExt_fgenesh2_pm.C_Chr_090045	107068	107068	PF01432	PTHR11804,PTHR11804:SF8	KOG2089	3.4.24.15		GO:0006508,GO:0004222				Cre01.g023350.t1.1	g539.t1	Oligoendopeptidase
27401364	estExt_fgenesh2_pm.C_Chr_090070	107081	107081	PF02915	PTHR31053,PTHR31053:SF2		1.14.13.81	K04035	GO:0055114,GO:0046872,GO:0016491	AT3G56940.1	ACSF,CHL27,CRD1	dicarboxylate diiron protein, putative (Crd1)	Cre07.g346050.t1.2	g8051.t1,Cre07.g346050.t1.1,CHL27A	Copper response defect 1 protein
27397809	estExt_fgenesh2_pm.C_Chr_100078	107122	107122	PF10415,PF00206	PTHR11444,PTHR11444:SF25	KOG1317	4.3.1.1		GO:0016829,GO:0006099	AT5G50950.2	FUM2	FUMARASE 2	Cre01.g020223.t1.1	g470.t1	
27405085	estExt_fgenesh2_pm.C_Chr_110037	107145	107145	PF03405	PTHR31155,PTHR31155:SF9		1.14.19.2	K03921	GO:0055114,GO:0045300,GO:0006631	AT2G43710.1	FAB2,SSI2	Plant stearoyl-acyl-carrier-protein desaturase family protein	Cre17.g701700.t1.2	g17011.t1,Cre17.g701700.t1.1	Plastid acyl-ACP desaturase
27405225	estExt_fgenesh2_pm.C_Chr_110063	107152	107152	PF00478	PTHR11911,PTHR11911:SF6		1.1.1.205	K00088	GO:0055114,GO:0003824,GO:0006164,GO:0003938	AT1G16350.1		Aldolase-type TIM barrel family protein	Cre14.g614300.t1.2	g14802.t1,Cre14.g614300.t1.1	
27405023	estExt_fgenesh2_pm.C_Chr_110087	107159	107159	PF02801,PF00109	PTHR11712		2.3.1.179,2.3.1.41	K09458		AT1G74960.1	ATKAS2,FAB1,KAS2	fatty acid biosynthesis 1	Cre07.g335300.t1.2	g7807.t1,Cre07.g335300.t1.1	3-ketoacyl-ACP-synthase
27399720	estExt_fgenesh2_pm.C_Chr_120006	107163	107163	PF01398,PF10598,PF08084,PF10597,PF08082,PF10596,PF12134,PF08083	PTHR11140,PTHR11140:SF0			K12856	GO:0005515,GO:0003723,GO:0030623,GO:0000398,GO:0017070,GO:0005681	AT1G80070.1	EMB14,EMB177,EMB33,SUS2	Pre-mRNA-processing-splicing factor	Cre01.g016050.t1.2	g382.t1,Cre01.g016050.t1.1,PRP8	Splicing factor, component of the U5 snRNP and of the spliceosome
27399839	estExt_fgenesh2_pm.C_Chr_120038	107170	107170	PF01979	PTHR11647,PTHR11647:SF69		3.5.2.2		GO:0016787	AT5G12200.1	PYD2	pyrimidine 2	Cre02.g097000.t1.2	g1971.t1,Cre02.g097000.t1.1,DHP1	
27399521	estExt_fgenesh2_pm.C_Chr_120055	107171	107171	PF01090	PTHR11710	KOG3411		K02966	GO:0006412,GO:0005840,GO:0003735	AT3G02080.1		Ribosomal protein S19e family protein	Cre02.g106600.t1.2	g2185.t1,Cre02.g106600.t1.1	Ribosomal protein S19, component of cytosolic 80S ribosome and 40S small subunit
27399918	estExt_fgenesh2_pm.C_Chr_120076	107179	107179	PF10255	PTHR13242	KOG3677		K15029	GO:0005852,GO:0005737,GO:0003743	AT5G25757.1		RNA polymerase I-associated factor PAF67	Cre17.g697450.t1.2	g16914.t1,Cre17.g697450.t1.1	
27403711	estExt_fgenesh2_pm.C_Chr_140032	107228	107228	PF04810,PF00626,PF04815,PF08033,PF04811	PTHR11141			K14006	GO:0030127,GO:0008270,GO:0006888,GO:0006886	AT3G23660.1		Sec23/Sec24 protein transport family protein	Cre03.g180850.t1.2	g3748.t1,Cre03.g180850.t1.1	COP-II coat subunit
27403815	estExt_fgenesh2_pm.C_Chr_140036	107230	107230	PF00481	PTHR13832,PTHR13832:SF217	KOG0699	3.1.3.16	K17499	GO:0003824,GO:0006470,GO:0004722	AT4G31860.1		Protein phosphatase 2C family protein	Cre09.g410600.t1.1	g10172.t1,PPP34	
27400872	estExt_fgenesh2_pm.C_Chr_150032	107249	107249	PF01926,PF03143	PTHR23115,PTHR23115:SF188	KOG0458	3.6.5.3	K14416	GO:0005525	AT5G10630.2		Translation elongation factor EF1A/initiation factor IF2gamma family protein	Cre13.g565750.t1.2	g13924.t2,Cre13.g565750.t1.1	GTP-binding elongation factor
27400892	estExt_fgenesh2_pm.C_Chr_150034	107250	107250	PF01926,PF02212,PF01031	PTHR11566,PTHR11566:SF75		3.6.5.5	K17065	GO:0005525,GO:0003924	AT4G33650.2	ADL2,DRP3A	dynamin-related protein 3A	Cre17.g724150.t1.1	g17514.t1	Dynamin-related GTPase
27401058	estExt_fgenesh2_pm.C_Chr_150037	107252	107252	PF13183,PF01565,PF02913	PTHR11748,PTHR11748:SF65	KOG1232		K18930	GO:0055114,GO:0050660,GO:0016491,GO:0003824	AT5G06580.1		FAD-linked oxidases family protein	Cre06.g288700.t1.2	g6700.t1,Cre06.g288700.t1.1,GYD1	Glycolate dehydrogenase
27397066	estExt_fgenesh2_pm.C_Chr_160007	107255	107255	PF00385,PF00005	PTHR19211,PTHR19211:SF5	KOG0062		K03235	GO:0016887,GO:0005524	AT3G54540.1	ATGCN4,GCN4	general control non-repressible 4	Cre04.g222700.t1.2	g4859.t1,Cre04.g222700.t1.1,ABC4	
27397186	estExt_fgenesh2_pm.C_Chr_160041	107266	107266	PF01326	PTHR22931,PTHR22931:SF1		2.7.9.4		GO:0016310,GO:0016301,GO:0005524	AT4G24450.1	ATGWD2,GWD3,PWD	phosphoglucan, water dikinase	Cre07.g319340.t1.1	g7386.t1	
27403041	estExt_fgenesh2_pm.C_Chr_170003	107273	107273	PF05711	PTHR40036,PTHR40036:SF1		2.1.1.285						Cre09.g417350.t1.1	g10331.t1	
27399397	PierreAnnot_Ntr21	107297	107297	PF07690	PTHR23515,PTHR23515:SF3	KOG2533		K02575	GO:0055085,GO:0016021	AT5G60770.1	ATNRT2.4,NRT2.4	nitrate transporter 2.4	Cre09.g410800.t1.2	g10175.t1,Cre09.g410800.t1.1,NAR4	High affinity nitrate transporter
27399031	PierreAnnot_Acr2	107316	107316	PF04561,PF06883,PF04560,PF04565,PF04563,PF00562	PTHR20856,PTHR20856:SF5		2.7.7.6	K03002	GO:0006351,GO:0003899,GO:0003677,GO:0005634,GO:0032549	AT1G29940.1	NRPA2	nuclear RNA polymerase A2	Cre07.g322176.t1.1	g7444.t1	
27399157	PierreAnnot_If4E	107318	107318	PF01652	PTHR11960			K03259	GO:0006413,GO:0005737,GO:0003743,GO:0003723	AT1G29590.1	eIF4E3	Eukaryotic initiation factor 4E protein	Cre03.g199900.t1.2	g4329.t1,Cre03.g199900.t1.1,EIF4E	Eukaryotic translation initiation factor 4E
27398873	PierreAnnot_Bop1	107319	107319	PF00400,PF08145	PTHR17605			K14824	GO:0005515,GO:0006364	AT2G40360.1		Transducin/WD40 repeat-like superfamily protein	Cre10.g417950.t1.2	g10350.t1,Cre10.g417950.t1.1	
27398980	PierreAnnot_Lsd1	107321	107321	PF03055	PTHR10543,PTHR10543:SF36	KOG1285	1.13.11.75			AT4G32810.1	ATCCD8,CCD8,MAX4	carotenoid cleavage dioxygenase 8	Cre12.g488350.t1.1	g12218.t1	
27398737	PierreAnnot_Ccd1	107322	107322	PF13417,PF03055	PTHR10543,PTHR10543:SF37	KOG1285	1.13.11.51		GO:0005515	AT5G03880.1		Thioredoxin family protein	Cre06.g261500.t1.2	g5877.t1,Cre06.g261500.t1.1	
27398981	PierreAnnot_ErcC	107323	107323	PF03834	PTHR12749,PTHR12749:SF0	KOG2841		K10849		AT3G05210.1	ERCC1,UVR7	nucleotide repair protein, putative	Cre03.g196651.t1.1	g4073.t1,Cre03.g196650.t1.3,RAD10	
27398902	PierreAnnot_Mak16	107324	107324	PF04874,PF01778	PTHR23405,PTHR23405:SF4	KOG3412		K14831		AT1G23280.1		MAK16 protein-related	Cre02.g145231.t1.2	g2563.t1,Cre02.g145231.t1.1	
27399307	PierreAnnot_Iah	107325	107325	PF00657	PTHR14209	KOG3035			GO:0016788	AT5G45920.1		SGNH hydrolase-type esterase superfamily protein	Cre09.g399073.t1.2	g9294.t1,Cre09.g399073.t1.1	
27399032	PierreAnnot_Rlp24	107328	107328	PF01246	PTHR10792,PTHR10792:SF8	KOG1723		K02896	GO:0042254	AT2G44860.2		Ribosomal protein L24e family protein	Cre07.g325712.t1.1	g7526.t1,Cre26.g771950.t1.1,Cre26.g771950.t1.2	
27399161	PierreAnnot_UhpC	107330	107330	PF07690	PTHR11662,PTHR11662:SF286	KOG2533			GO:0055085,GO:0016021	AT4G17550.1		Major facilitator superfamily protein	Cre16.g688850.t1.1	g16171.t1,HPT2	Hexose/glycerol-3-phosphate transporter
27398831	PierreAnnot_ClpP1	107331	107331	PF00574	PTHR10381,PTHR10381:SF12	KOG0840	3.4.21.92	K01358		AT1G02560.1	CLPP5,NCLPP1,NCLPP5	nuclear encoded CLP protease 5	Cre12.g486100.t1.2	g12275.t1,Cre12.g486100.t1.1	Active subunit of the chloroplast ClpP complex
27398912	PierreAnnot_Cog4	107332	107332			KOG0412									
27399249	PierreAnnot_Grp1	107333	107333												
27399419	PierreAnnot_Tl30	107334	107334		PTHR31407,PTHR31407:SF18					AT1G77090.1		Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein	Cre03.g198950.t1.2	g4350.t1,Cre03.g198950.t1.1	Predicted protein
27399403	PierreAnnot_MgdA	107335	107335	PF04101	PTHR21015,PTHR21015:SF28		2.4.1.46	K03715	GO:0016758	AT4G31780.2	MGD1,MGDA	monogalactosyl diacylglycerol synthase 1	Cre13.g585301.t1.1	g14367.t1	
27399085	PierreAnnot_Srp54C	107336	107336	PF01656,PF02881,PF02978	PTHR11564,PTHR11564:SF7	KOG0780	3.6.5.4	K03106	GO:0006614,GO:0005525,GO:0048500,GO:0008312,GO:0003924	AT5G03940.1	54CP,CPSRP54,FFC,SRP54CP	chloroplast signal recognition particle 54 kDa subunit	Cre11.g479750.t1.2	g11909.t1,Cre11.g479750.t1.1,SRP54	
27398991	PierreAnnot_AtpB	107337	107337	PF02874,PF00306,PF00006	PTHR15184,PTHR15184:SF45		3.6.3.14	K02133	GO:0046034,GO:0015992,GO:0033178,GO:0016820,GO:0015991,GO:0005524	AT5G08690.1		ATP synthase alpha/beta family protein	Cre17.g698000.t1.2	g16928.t1,Cre17.g698000.t1.1,ATP2	Mitochondrial F1F0 ATP synthase, beta subunit
27399008	PierreAnnot_Tim	107338	107338	PF04821	PTHR22940					AT5G52910.1	ATIM	timeless family protein	Cre06.g284850.t1.1	g6623.t1	
27399206	PierreAnnot_YvdD	107339	107339	PF03641	PTHR31223			K06966		AT2G28305.1	ATLOG1,LOG1	Putative lysine decarboxylase family protein	Cre07.g340900.t1.2	g7977.t1,Cre07.g340900.t1.1	
27399083	PierreAnnot_ClpP3	107340	107340	PF00574	PTHR10381,PTHR10381:SF25	KOG0840	3.4.21.92	K01358		AT4G17040.1	CLPR4	CLP protease R subunit 4	Cre03.g204350.t1.2	g4228.t1,Cre03.g204350.t1.1	Inactive subunit of chloroplast ClpP complex
27399251	PierreAnnot_ChlI	107341	107341	PF01078	PTHR32039,PTHR32039:SF9		6.6.1.1	K03405	GO:0016851,GO:0015995,GO:0015979	AT5G45930.1	CHL I2,CHLI-2,CHLI2	magnesium chelatase i2	Cre06.g306300.t1.2	g7096.t1,Cre06.g306300.t1.1,CHLI1	Magnesium chelatase subunit I
27398947	PierreAnnot_Hec1	107342	107342	PF03801	PTHR10643,PTHR10643:SF2			K11547		AT3G54630.1			Cre02.g098300.t1.2	g1999.t1,Cre02.g098300.t1.1	
27398963	PierreAnnot_Lag1	107343	107343	PF03798	PTHR12560,PTHR12560:SF0	KOG1607	2.3.1.24	K04710	GO:0016021,GO:0005783	AT1G13580.2	LAG13	LAG1 longevity assurance homolog 3	Cre17.g726400.t1.1	g17564.t1	
27399469	PierreAnnot_Ck2B	107344	107344	PF01214	PTHR11740,PTHR11740:SF4	KOG3092		K03115	GO:0019887,GO:0005956	AT2G44680.1	CKB4	casein kinase II  beta subunit 4	Cre01.g016556.t1.1	g395.t1	
27399039	PierreAnnot_wdr35	107345	107345		PTHR16517,PTHR16517:SF1					AT3G42660.1		transducin family protein / WD-40 repeat family protein	Cre11.g475000.t1.1	g11801.t1	Intraflagellar transport protein 121
27399455	PierreAnnot_Rpc3	107346	107346	PF02002,PF08221	PTHR12949	KOG2587		K03023		AT3G49000.1		RNA polymerase III subunit RPC82 family protein	Cre16.g673900.t1.1	g16644.t1,RPC3	
27398832	PierreAnnot_Pks1	107347	107347	PF00107,PF13469,PF13193,PF00501,PF00550,PF02801,PF08659,PF00109	PTHR11712,PTHR11712:SF285	KOG1177,KOG1202,KOG1176			GO:0055114,GO:0008152,GO:0003824	AT5G16340.1		AMP-dependent synthetase and ligase family protein	Cre10.g449750.t1.1	g11056.t1,PKS1	
27398883	PierreAnnot_IleS	107348	107348	PF08264,PF00133	PTHR11946,PTHR11946:SF73		6.1.1.5	K01870	GO:0006418,GO:0000166,GO:0005524,GO:0004812	AT4G10320.1		tRNA synthetase class I (I, L, M and V) family protein	Cre16.g651750.t1.2	g15764.t1,Cre16.g651750.t1.1,TSI	
27399177	PierreAnnot_Caf1	107351	107351	PF04857	PTHR10797,PTHR10797:SF0	KOG0304	3.1.13.4	K12581	GO:0005634	AT2G32070.1		Polynucleotidyl transferase, ribonuclease H-like superfamily protein	Cre03.g157300.t1.2	g3211.t1,Cre03.g157300.t1.1,CAF1	CCR4-associated factor
27399443	PierreAnnot_Erd2	107352	107352	PF00810	PTHR10585	KOG3106		K10949	GO:0046923,GO:0016021,GO:0006621	AT3G25040.1	ERD2B	endoplasmic reticulum retention defective 2B	Cre01.g051400.t1.2	g1138.t1,Cre01.g051400.t1.1,ERD2A	KDEL Receptor A
27399393	PierreAnnot_Utp6	107353	107353	PF08640	PTHR23271			K14557		AT4G28200.1			Cre10.g442000.t1.2	g10875.t1,Cre10.g442000.t1.1	
27399260	PierreAnnot_MapK	107354	107354	PF00069	PTHR24055,PTHR24055:SF79	KOG0660	2.7.11.24	K08293	GO:0006468,GO:0005524,GO:0004672	AT4G11330.1	ATMPK5,MPK5	MAP kinase 5	Cre13.g607300.t1.2	g14642.t1,Cre13.g607300.t1.1,MAPK5	Mitogen-Activated Protein Kinase
27398886	PierreAnnot_Wdr75	107356	107356	PF00400	PTHR22847,PTHR22847:SF467	KOG1963		K14552	GO:0005515	AT2G18900.1		Transducin/WD40 repeat-like superfamily protein	Cre04.g215350.t1.1	g4665.t1	
27398796	PierreAnnot_Kea1	107357	107357	PF00999	PTHR16254,PTHR16254:SF30				GO:0055085,GO:0016021,GO:0015299,GO:0006812	AT5G51710.1	ATKEA5,KEA5	K+ efflux antiporter 5	Cre12.g493000.t1.2	g12090.t1,Cre12.g493000.t1.1	
27398789	PierreAnnot_His8	107360	107360	PF00155	PTHR11751,PTHR11751:SF3	KOG0633	2.6.1.9	K00817	GO:0030170,GO:0009058	AT1G71920.2	HISN6B	HISTIDINE BIOSYNTHESIS 6B	Cre16.g672385.t1.1	g16702.t1,Cre01.g065150.t1.1,Cre01.g065150.t1.2,HIS5	Histidinol phosphate aminotransferase
27398959	PierreAnnot_CycA	107361	107361	PF02984,PF00134	PTHR10177,PTHR10177:SF203	KOG0654		K06627	GO:0005634	AT5G43080.1	CYCA3;1	Cyclin A3;1	Cre03.g207900.t1.1	g4151.t1	A-type cyclin
27398786	PierreAnnot_Ddx49	107362	107362	PF00271,PF00270	PTHR24031,PTHR24031:SF302	KOG0340	3.6.4.13	K14778	GO:0005524,GO:0003676	AT1G16280.1	AtRH36,RH36,SWA3	RNA helicase 36	Cre16.g683500.t1.2	g16432.t1,Cre16.g683500.t1.1,HEL64	
27398715	PierreAnnot_Eif6	107364	107364	PF01912	PTHR10784	KOG3185		K03264	GO:0043022,GO:0042256	AT3G55620.1	emb1624	Translation initiation factor IF6	Cre13.g585150.t1.2	g14363.t1,Cre13.g585150.t1.1,EIF6,EIF6A	Eukaryotic translation initiation factor 6
27399142	PierreAnnot_CycT1	107365	107365	PF00134	PTHR10026,PTHR10026:SF51	KOG0834		K15188	GO:0019901,GO:0006355,GO:0000079	AT4G19600.1	CYCT1;4	Cyclin family protein	Cre14.g613900.t1.2	g14792.t1,Cre14.g613900.t1.1,CYCT1	T-type cyclin
27399243	PierreAnnot_Dxs	107366	107366	PF02780,PF02779,PF13292	PTHR11624,PTHR11624:SF83		2.2.1.7	K01662	GO:0008152,GO:0003824,GO:0016114,GO:0008661	AT4G15560.1	CLA,CLA1,DEF,DXPS2,DXS	Deoxyxylulose-5-phosphate synthase	Cre07.g356350.t1.1	g8285.t1,DXS1	1-deoxy-D-xylulose 5-phosphate synthase, chloroplast precursor
27399257	PierreAnnot_VaoD	107367	107367	PF01992	PTHR11028,PTHR11028:SF0	KOG2957		K02146	GO:0033179,GO:0015991,GO:0015078	AT3G28710.1		ATPase, V0/A0 complex, subunit C/D	Cre03.g176250.t1.2	g3640.t1,Cre03.g176250.t1.1,ATPVD1,ATPvD1	Vacuolar ATP synthase subunit D
27398951	PierreAnnot_Ap2B	107370	107370	PF01602	PTHR11134,PTHR11134:SF3			K12392	GO:0030117,GO:0016192,GO:0006886	AT4G23460.1		Adaptin family protein	Cre11.g478156.t2.1	g11871.t2,AP1B1	
27399335	PierreAnnot_Hel1	107371	107371	PF00271,PF00270	PTHR24031,PTHR24031:SF68	KOG0350	3.6.4.13	K14807	GO:0005524,GO:0003676	AT4G15850.1	ATRH1,RH1	RNA helicase 1	Cre07.g319750.t1.2	g7395.t1,Cre07.g319750.t1.1,HEL35	
27398701	PierreAnnot_PimT	107373	107373	PF09445	PTHR14741,PTHR14741:SF32	KOG2730	2.3.1.221	K14292	GO:0009452,GO:0008168,GO:0001510	AT1G45231.2		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cre06.g290800.t1.1	g6741.t1,RMG1	
27401536	PierreAnnot_YalI	107375	107375												
27401473	PierreAnnot_TheM	107376	107376	PF03061	PTHR21660	KOG3328	3.1.2.20	K17362		AT1G04290.1		Thioesterase superfamily protein	Cre07.g323150.t1.2	g7465.t1,Cre07.g323150.t1.1,TEH4	
27401202	PierreAnnot_Mog1	107378	107378	PF04603	PTHR15837,PTHR15837:SF0	KOG3329				AT1G69680.1		Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein	Cre05.g244850.t1.2	g5237.t1,Cre05.g244850.t1.1,MOG1,NUOB12	Ran-interacting protein involved in nuclear trafficking
27401666	PierreAnnot_TshA	107379	107379	PF07885	PTHR11537,PTHR11537:SF14				GO:0008076,GO:0006813,GO:0005249				Cre10.g432550.t1.2	g10673.t1,Cre10.g432550.t1.1,KCN2	Voltage-gated K+ channel
27401434	PierreAnnot_Cct1	107380	107380	PF11378									Cre04.g221250.t1.2	g4829.t1,Cre04.g221250.t1.1	
27401521	PierreAnnot_Urb	107382	107382												
27401653	PierreAnnot_WalI	107383	107383	PF12481						AT4G27450.1		Aluminium induced protein with YGL and LRDR motifs	Cre16.g680700.t1.2	g16493.t1,Cre16.g680700.t1.1	
27401624	PierreAnnot_Cup201	107384	107384	PF05721	PTHR31630,PTHR31630:SF4										
27401484	PierreAnnot_DnaJ	107385	107385	PF05207,PF00226	PTHR24078			K17867		AT4G10130.1		DNAJ heat shock N-terminal domain-containing protein	Cre17.g713051.t1.1	g17266.t1,Cre17.g713082.t1.3	
27401390	PierreAnnot_Mpu1	107390	107390	PF04193	PTHR12226,PTHR12226:SF2	KOG3211		K09660		AT4G07390.1		Mannose-P-dolichol utilization defect 1 protein	Cre17.g722500.t1.2	g17477.t1,Cre17.g722500.t1.1	
27401548	PierreAnnot_LypA	107391	107391	PF12695	PTHR10655	KOG2112	3.1.2.22			AT4G22300.1	SOBER1	carboxylesterases	Cre03.g164350.t1.1	g3369.t1	
27401722	PierreAnnot_Stt7	107392	107392	PF00069	PTHR11584,PTHR11584:SF316	KOG0594	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT5G01920.1	STN8	Protein kinase superfamily protein	Cre16.g688526.t1.1	g16849.t1,Cre01.g071450.t1.1	
27401544	PierreAnnot_Hyp354	107393	107393												
27401407	PierreAnnot_Apg7	107394	107394	PF00899,PF16420	PTHR10953,PTHR10953:SF3		2.7.7.80,2.8.1.11	K08337	GO:0008641,GO:0006914,GO:0005737	AT5G45900.1	APG7,ATAPG7,ATATG7,ATG7	ThiF family protein	Cre03.g165215.t1.1	g3389.t1	
